Numéro de l'installation sportive;Nom de l'installation sportive;Numéro, type et nom de la voie;Code postal;Commune Ancienne;Code INSEE Ancien;Longitude (WGS84);Latitude (WGS84);Statut de la fiche d'enquête;Etat de la fiche d'enquête;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Date de validation de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI) Installation;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Etat de la fiche d'enquête de l'équipement sportif;;;Eclairage de l'aire d'évolution;Equipement d'accès libre;Aménagements de confort;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature du sol;Nature de l'équipement sportif;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de déclaration;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;code_aps;Atlas;Coordonnées;Commune INSEE;Commune Nom;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Département Code Complet;Réctorat Nom
I315550144;Karting Montaudran;164 route de Revel;31000;Toulouse;31555;1.49753;43.56941;True;Validé;38568;42767;42767;false;42580;false;false;;{};{Bus};;;E001I315550144;Piste de karting indoor;409;Piste de kart;Circuit/piste de sports mécaniques;validé;;;true;false;false;;true;false;false;true;false;false;false;false;;false;false;false;false;false;false;false;false;false;;;;6.0;30.0;100.0;3 000.0;1.0;120.0;0.0;1.0;;;;;;;;;;http://www.karting-Toulouse.com;1992;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Individuel(s), famille(s),Scolaires, universités,Autre - association(s) et groupes divers;{};Bitume;Intérieur;1985-1994;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7102""}";Autres équipements;43.56941, 1.49753;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550147;Stade Toulousain Tennis;116 rue des troènes;31000;Toulouse;31555;1.41209;43.62136;True;Validé;38568;45204;45204;false;42717;false;false;;;;;;E001I315550147;Courts de tennis en terre battue - Couvert;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;2012;5.0;7.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;http://www.stadetoulousain-tennis.asso.fr;1983;Les Amis du Stade;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Inadaptation aux attentes des usagers""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Terre battue;Intérieur;1975-1984;;A partir de 2005;;Association(s);;Association(s);;;"{""7901""}";Court de tennis;43.62136, 1.41209;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550147;Stade Toulousain Tennis;116 rue des troènes;31000;Toulouse;31555;1.41281;43.62164;True;Validé;38568;45204;45204;false;42717;false;false;;;;;;E002I315550147;Court de tennis Green Set - Couvert;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;2004;5.0;10.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;http://www.stadetoulousain-tennis.asso.fr;1983;Les Amis du Stade;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";{};{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1975-1984;;1995-2004;;Association(s);;Association(s);;;"{""7901""}";Court de tennis;43.62164, 1.41281;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550147;Stade Toulousain Tennis;116 rue des troènes;31000;Toulouse;31555;1.41209;43.62136;True;Validé;38568;45204;45204;false;42717;false;false;;;;;;E015I315550147;Courts de tennis en terre battue - Couvert  5;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;2012;5.0;7.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;http://www.stadetoulousain-tennis.asso.fr;1983;Les Amis du Stade;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Inadaptation aux attentes des usagers""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Terre battue;Intérieur;1975-1984;;A partir de 2005;;Association(s);;Association(s);;;"{""7901""}";Court de tennis;43.62136, 1.41209;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550147;Stade Toulousain Tennis;116 rue des troènes;31000;Toulouse;31555;1.41209;43.62136;True;Validé;38568;45204;45204;false;42717;false;false;;;;;;E024I315550147;Courts de tennis en terre battue - Couvert  4;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;2012;5.0;7.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;http://www.stadetoulousain-tennis.asso.fr;1983;Les Amis du Stade;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Inadaptation aux attentes des usagers""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Terre battue;Intérieur;1975-1984;;A partir de 2005;;Association(s);;Association(s);;;"{""8901"",""3501""}";Court de tennis;43.62136, 1.41209;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550147;Stade Toulousain Tennis;116 rue des troènes;31000;Toulouse;31555;1.41209;43.62136;True;Validé;38568;45204;45204;false;42717;false;false;;;;;;E025I315550147;Courts de tennis en terre battue - Couvert  5;501;Court de tennis;Court de tennis;validé;;;true;false;false;;true;false;true;true;false;;false;;;false;;false;false;;false;;;false;;2012;5.0;7.0;18.0;36.0;648.0;;0.0;0.0;2.0;;;;;;;;;;http://www.stadetoulousain-tennis.asso.fr;1983;Les Amis du Stade;{};{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement"",""Salle(s) de réunion/cours""}";"{""Inadaptation aux attentes des usagers""}";{};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Terre battue;Intérieur;1975-1984;;A partir de 2005;;Association(s);;Association(s);;;"{""8901"",""3501""}";Court de tennis;43.62136, 1.41209;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550148;École nationale de l'aviation civile (ENAC);7 avenue edouard belin;31000;Toulouse;31555;1.48244;43.56554;True;Validé;38568;45218;45218;true;42738;false;false;;"{""Handicap moteur""}";;;;E004I315550148;Salle multisports;1901;Salle multisports (gymnase);Salle multisports;validé;;;true;false;false;;true;false;true;true;false;;true;true;true;true;;true;false;false;true;false;;false;;2003;2.0;3.0;7.0;15.0;105.0;;0.0;1.0;3.0;;;;;;;;;;http://www.enac.fr;;;{};{R};"{""Bureau(x) club(s)"",""Local de rangement""}";"{""Inadaptation aux attentes des usagers"",""Vétusté normale""}";{Gaz};Scolaires, universités,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;1975-1984;;1995-2004;;Etat;;Etat;Etablissement Public;;"{""2402"",""8001""}";Salles de pratiques collectives;43.56554, 1.48244;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550151;Cloro'fil;24 rue Roquelaine;31000;Toulouse;31555;1.44584;43.61086;True;Validé;38568;42711;42711;false;42520;false;false;;{};{Métro,Bus};;;E001I315550151;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;true;true;false;true;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;;5.0;3.0;10.0;15.0;150.0;;0.0;0.0;2.0;;;;;;;;;;http://www.clorofil.com;1991;Condomine;{Sauna};{X};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Parquet;Intérieur;1985-1994;;;;Privé non commercial;;Etablissement privé commercial;;;"{""8901"",""3404""}";Salles de pratiques collectives;43.61086, 1.44584;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550151;Cloro'fil;24 rue Roquelaine;31000;Toulouse;31555;1.44585;43.61087;True;Validé;38568;42711;42711;false;42520;false;false;;{};{Métro,Bus};;;E002I315550151;Plateau de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;true;true;false;true;true;false;false;false;false;;false;;false;false;false;false;false;;false;;;5.0;5.0;10.0;15.0;150.0;50.0;0.0;0.0;2.0;;;;;;;;;;http://www.clorofil.com;1991;Condomine;{Sauna};{X};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Parquet;Intérieur;1985-1994;;;;Privé non commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.61087, 1.44585;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550155;EQUINOXE Toulouse;36 bis Avenue de LOMBEZ;31000;Toulouse;31555;1.41771;43.59601;True;Validé;38568;42758;42758;false;42517;false;false;;{};{Métro,Bus,Tramway};;;E002I315550155;Salle de cours 1;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;;5.0;4.0;9.0;20.0;180.0;;0.0;0.0;2.0;;;;;;;;;;;1998;;{};{X};"{Reception/accueil,""Local de rangement"",""Salle(s) de réunion/cours""}";{};{Gaz};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""2402"",""3403""}";Salles de pratiques collectives;43.59601, 1.41771;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550156;Dojo de la Roseraie;4 Chemin de Nicol;31000;Toulouse;31555;1.47478;43.6254;True;Validé;38568;42741;42741;false;42741;false;false;;{};{Métro,Bus};;;E001I315550156;Dojo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;;true;false;true;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;;5.0;3.0;10.0;14.0;140.0;;0.0;0.0;2.0;;;;;;;;;;http://www.aikido-noel.com;1988;;{};{};"{Reception/accueil,""Bureau(x) club(s)"",""Club(s) house"",""Local de rangement""}";{};{Electricité};Clubs sportifs, comités, ligues, fédérations;{};Béton;Intérieur;1985-1994;;;;Etablissement privé commercial;;Association(s);;;"{""401"",""4401"",""4302""}";Salles de pratiques collectives;43.6254, 1.47478;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550157;Dojo Expression;159 AVENUE RAYMOND NAVES;31000;Toulouse;31555;1.47951;43.59629;True;Validé;38568;42710;42710;false;42675;false;false;;{};{Bus};;;E001I315550157;Dojo;1801;Dojo / Salle d'arts martiaux;Salle de combat;validé;;;true;false;false;;false;false;true;true;false;;false;;;false;;false;false;;false;;;false;;;;4.0;8.0;12.0;91.0;;0.0;0.0;2.0;;;;;;;;;;http://www.dojo-expression.com;1990;;{};{};{};{};{Electricité};Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1985-1994;;;;Privé non commercial;;Association(s);;;"{""7701"",""7801""}";Salles de pratiques collectives;43.59629, 1.47951;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550158;Espace Biotonic;98 bis Chemin de la flambère;31000;Toulouse;31555;1.3915;43.61063;True;Validé;38568;42712;42712;true;42620;false;false;;"{""Handicap moteur""}";{Bus};;;E005I315550158;Salle de cours collectifs du 1er étage;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;;false;;true;true;;true;false;;true;;;false;;1999;5.0;4.0;7.0;15.0;100.0;;0.0;0.0;2.0;;;;;;;;;;;1999;;"{""Bain(s) de vapeur/Hammam"",Sauna}";{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{Gaz};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""2402"",""3501"",""4401""}";Salles de pratiques collectives;43.61063, 1.3915;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550158;Espace Biotonic;98 bis Chemin de la flambère;31000;Toulouse;31555;1.39152;43.61063;True;Validé;38568;42712;42712;true;42620;false;false;;"{""Handicap moteur""}";{Bus};;;E009I315550158;Squash 5;2117;Salle ou terrain de squash;Salle ou terrain spécialisé;validé;;;true;false;true;;true;false;true;true;false;;;;true;true;;true;false;;true;;;false;;;5.0;7.0;6.0;10.0;62.0;;0.0;0.0;2.0;;;;;;;;;;;1990;;"{""Bain(s) de vapeur/Hammam"",Sauna}";{X};"{Reception/accueil,""Bureau(x) club(s)"",Buvette,""Club(s) house"",""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Parquet;Intérieur;1985-1994;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""7501""}";Salles de pratiques collectives;43.61063, 1.39152;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550159;Altissimo Montaudran;5 Rue J. RODIER  ZI MONTAUDRAN;31000;Toulouse;31555;1.48756;43.56678;True;Validé;38568;42712;42712;true;42576;false;false;;"{""Handicap moteur""}";{Bus,Tramway};;;E003I315550159;Salle de Blocs n°2;2702;Salle de blocs artificiels d'escalade;Structure Artificielle d'Escalade;validé;;;true;false;false;;true;false;true;true;false;true;false;true;;true;;true;false;false;true;false;;false;;;;;;6.0;315.0;;0.0;0.0;2.0;;6.0;;;;;;;;;2015;;{};{};"{Reception/accueil,Buvette,""Local de rangement"",Autre}";{};{Fuel};Individuel(s), famille(s),Clubs sportifs, comités, ligues, fédérations,Autre - association(s) et groupes divers;{};Synthétique (hors gazon);Intérieur;A partir de 2005;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""4802""}";Autres équipements;43.56678, 1.48756;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550166;Euforie Compans;36 rue du Canon d' Arcole;31000;Toulouse;31555;1.43596;43.61307;True;Validé;38568;42647;42647;false;42573;false;false;;{};{Métro,Bus};;;E001I315550166;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;false;false;false;false;false;;false;false;false;false;false;;false;;2005;5.0;3.0;10.0;15.0;150.0;40.0;0.0;0.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;{Sauna};{X};"{Reception/accueil,""Bureau(x) club(s)"",""Local de rangement""}";{};{Gaz};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""3602""}";Salles de pratiques collectives;43.61307, 1.43596;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550167;EUFORIE POMME;5 rue de la Pomme;31000;Toulouse;31555;1.44659;43.60203;True;Validé;38568;42647;42647;false;42573;false;false;;{};{Métro,Bus};;;E001I315550167;Salle de musculation et de cardio-training;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;false;false;false;;false;;false;false;false;false;false;;false;;2010;5.0;4.0;13.0;14.0;182.0;45.0;0.0;1.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;{};{X};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.60203, 1.44659;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550167;EUFORIE POMME;5 rue de la Pomme;31000;Toulouse;31555;1.44656;43.60204;True;Validé;38568;42647;42647;false;42573;false;false;;{};{Métro,Bus};;;E002I315550167;Salle de Fitness;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;false;false;false;;false;;false;false;false;false;false;;false;;;5.0;4.0;10.0;10.0;10.0;;0.0;1.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;{};{X};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};Parquet;Intérieur;1995-2004;;;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3403""}";Salles de pratiques collectives;43.60204, 1.44656;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550167;EUFORIE POMME;5 rue de la Pomme;31000;Toulouse;31555;1.44656;43.60204;True;Validé;38568;42647;42647;false;42573;false;false;;{};{Métro,Bus};;;E003I315550167;Salle de cours collectifs;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;false;false;false;;false;;false;false;false;false;false;;false;;2005;5.0;4.0;6.0;18.0;108.0;0.0;0.0;1.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;{};{X};"{Reception/accueil,""Local de rangement""}";{};{Electricité};Individuel(s), famille(s);{};;Intérieur;1995-2004;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.60204, 1.44656;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550168;Euforie Saint Cyprien;61 all charles de fitte;31000;Toulouse;31555;1.430462971329689;43.59690117091077;True;Validé;38568;43307;43307;true;42517;true;false;;"{""Handicap moteur""}";{Métro,Bus};;;E001I315550168;Salle de musculation/cardiotraining;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;true;true;true;false;false;;false;false;false;false;false;;false;;2002;5.0;3.0;10.0;20.0;200.0;50.0;0.0;1.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;"{""Bain(s) de vapeur/Hammam"",Sauna}";{X};"{Reception/accueil,""Local de rangement""}";{};{Gaz};Individuel(s), famille(s);;Synthétique (hors gazon);Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901"",""3602""}";Salles de pratiques collectives;43.59690117091077, 1.430462971329689;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550168;Euforie Saint Cyprien;61 all charles de fitte;31000;Toulouse;31555;1.4307070523500443;43.59688239546813;True;Validé;38568;43307;43307;true;42517;true;false;;"{""Handicap moteur""}";{Métro,Bus};;;E002I315550168;Salle de Fitness;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;true;false;true;true;true;false;false;;false;false;false;false;false;;false;;2012;5.0;3.0;10.0;20.0;200.0;;0.0;1.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;"{""Bain(s) de vapeur/Hammam"",Sauna}";{X};"{Reception/accueil,""Local de rangement""}";"{""Vétusté normale""}";{Gaz};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;A partir de 2005;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.59688239546813, 1.4307070523500443;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550168;Euforie Saint Cyprien;61 all charles de fitte;31000;Toulouse;31555;1.430823728442192;43.59691458195584;True;Validé;38568;43307;43307;true;42517;true;false;;"{""Handicap moteur""}";{Métro,Bus};;;E003I315550168;Salle Spinning;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;validé;;;true;false;true;;true;false;true;false;false;true;false;true;false;;;false;false;false;;false;;false;;2002;5.0;3.0;7.0;10.0;70.0;;0.0;1.0;2.0;;;;;;;;;;http://www.euforie.fr;1996;;"{""Bain(s) de vapeur/Hammam"",Sauna}";{X};"{Reception/accueil,""Local de rangement""}";"{""Vétusté normale""}";{Gaz};Individuel(s), famille(s);;Parquet;Intérieur;1995-2004;;1995-2004;;Etablissement privé commercial;;Etablissement privé commercial;;;"{""8901""}";Salles de pratiques collectives;43.59691458195584, 1.430823728442192;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550170;Base nautique de Lalande;58 Impasse de la Glacière Ouest;31000;Toulouse;31555;1.42342;43.64555;True;Vérifié;38568;43745;42712;true;42570;false;false;;"{""Handicap moteur""}";;;;E002I315550170;Salle de musculation;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;false;false;false;false;;false;false;false;false;false;;false;;;5.0;3.0;6.0;11.0;64.0;18.0;0.0;0.0;2.0;;;;;;;;;;http://www.tasl.com;1982;;{};{X};"{""Bureau(x) club(s)"",Buvette,""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Parquet;Intérieur;1975-1984;;;;Commune;;Association(s);;;"{""3602""}";Salles de pratiques collectives;43.64555, 1.42342;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
I315550170;Base nautique de Lalande;58 Impasse de la Glacière Ouest;31000;Toulouse;31555;1.4234;43.64537;True;Vérifié;38568;43745;42712;true;42570;false;false;;"{""Handicap moteur""}";;;;E003I315550170;Salle d'ergomètres;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;validé;;;true;false;false;;true;false;true;true;false;;false;false;false;false;;false;false;false;false;false;;false;;;5.0;3.0;3.0;11.0;32.0;10.0;0.0;0.0;2.0;;;;;;;;;;http://www.tasl.com;1982;;{};{X};"{""Bureau(x) club(s)"",Buvette,""Local de rangement""}";{};{};Clubs sportifs, comités, ligues, fédérations;{};Synthétique (hors gazon);Intérieur;1975-1984;;;;Commune;;Association(s);;;"{""8901"",""3602""}";Salles de pratiques collectives;43.64537, 1.4234;31555;Toulouse;243100518;Toulouse Métropole;31;Haute-Garonne;76;Occitanie;31;Académie de Toulouse
